Обращение,Вр__создания_обращения,Вр__создания_обращения_с_учетом_ЗО_инициатора,ВРЕМЯ_ЗАКРЫТИЯ,IP_адрес,РПА,Доля,ТЗ,Порядок,Объект,Наряд,Направление_РГ,Рабочая_группа,Исполнитель,Полигон_инициатора,ФИО,Подразделение_инициатора,Способ_обращения,Причина_обращения,АСОЗ,ВП,ОСК,Услуга,ЭК_запроса_наряда,Направление_проблем,ЭК_робота,Код_мероприятия_РРО,Шаблон_запроса,ВОЗВРАЩЕНО,ВОЗВРАЩЕНО_ОШИБОЧНО,КРАТКОЕ_ОПИСАНИЕ,ПОДРОБНОЕ_ОПИСАНИЕ,РЕШЕНИЕ
ОБР25-06272527,01.06.2025 10:55:05,01.06.2025 10:55:05,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257367,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272529,01.06.2025 10:55:36,01.06.2025 10:55:36,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257371,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272530,01.06.2025 10:56:07,01.06.2025 10:56:07,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257386,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272541,01.06.2025 10:55:01,01.06.2025 10:55:01,,,сотрудник,"1,00",25.0,1,ЗАП25-05257368,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗЖА-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272554,01.06.2025 10:58:01,01.06.2025 10:58:01,,,сотрудник,"0,52",25.0,1,ЗАП25-05257388,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Куйбышевская ЖД,Иванов Иван Иванович,СЛУЖБА-Л-КБШ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,КБШ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272554,01.06.2025 10:58:01,01.06.2025 10:58:01,,,RPA,"0,48",23.0,2,ЗАП25-05257198,связанный наряд,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Куйбышевская ЖД,Иванов Иван Иванович,СЛУЖБА-Л-КБШ,,-,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-КОЗРВ-АСУ-ЭКСПРЕСС-НСИ-0006-ОБЩЕЕ,ЦТС-ПАСС-0032,,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272556,01.06.2025 10:58:22,01.06.2025 10:58:22,,,сотрудник,"1,00",20.0,1,ЗАП25-05257387,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ЮВСТ,Чат бот помощник,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),ИИ-ЦРТ-РЕГ-ОБР-С-ВЛОЖЕНИЕМ-НА-РАБОТУ-С-НСИ-ТС-0001-ОБЩЕЕ,ПИК-ИИ-РПА-9999,ВОЛГА-ЦТС-ПИК-ВВОД-НСИ-АСУ-ЭКСПРЕСС-ОТКР-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272558,01.06.2025 10:58:48,01.06.2025 10:58:48,,,сотрудник,"1,00",20.0,1,ЗАП25-05257391,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ЮВСТ,Чат бот помощник,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),ИИ-ЦРТ-РЕГ-ОБР-С-ВЛОЖЕНИЕМ-НА-РАБОТУ-С-НСИ-ТС-0001-ОБЩЕЕ,ПИК-ИИ-РПА-9999,ВОЛГА-ЦТС-ПИК-ВВОД-НСИ-АСУ-ЭКСПРЕСС-ОТКР-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272561,01.06.2025 10:59:02,01.06.2025 10:59:02,,,сотрудник,"1,00",25.0,1,ЗАП25-05257390,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Приволжская ЖД,Иванов Иван Иванович,ФПКФ-САРАТОВ-ПРИВ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ПРИВ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272566,01.06.2025 11:07:48,01.06.2025 13:07:48,,,RPA,"1,00",12.0,1,ЗАП25-05257201,дочерний объект,Направление ЦТС СП,ЕРП-АДМ-ПОРТАЛ,Чашкин Леонид Борисович,Свердловская ЖД,Иванов Иван Иванович,ГВЦОАОРЖД,телефон,Ведение учетных записей,,,,15.01 СЕРВИСНЫЙ ПОРТАЛ РАБОТНИКА,ЕК-АСУТР-СЕРВИСНЫЙ-ПОРТАЛ-РАБОТНИКА,направление цтс пик (сп),РПА-РОБИН-ГВЦ-СП-ТС-10-ОБЩЕЕ,ЦТС-СП-0002,ЦТС-ЕРП-СП-КОНСУЛЬТАЦИЯ ПО АВТОРИЗАЦИИ,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272571,01.06.2025 11:23:44,01.06.2025 18:23:44,,10.110.3.208,RPA,"1,00",11.0,1,ЗАП25-05257535,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СИБИРЬ,Чашкин Леонид Борисович,Дальневосточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ДВС,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ВСИБ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272579,01.06.2025 11:03:37,01.06.2025 11:03:37,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257421,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272580,01.06.2025 11:04:08,01.06.2025 11:04:08,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257418,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272581,01.06.2025 11:04:34,01.06.2025 11:04:34,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257420,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272592,01.06.2025 10:59:03,01.06.2025 10:59:03,,,сотрудник,"1,00",29.0,1,ЗАП25-05257394,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Горьковская ЖД,Иванов Иван Иванович,ГЖА-ГОР,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ГОР-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272594,01.06.2025 10:59:12,01.06.2025 10:59:12,,,RPA,"1,00",11.0,1,ЗАП25-05257398,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ЮВСТ,Чат бот помощник,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ВОЛГА-ЦТС-ПИК-ВВОД-НСИ-АСУ-ЭКСПРЕСС-ОТКР-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272596,01.06.2025 10:59:36,01.06.2025 10:59:36,,,RPA,"1,00",11.0,1,ЗАП25-05257392,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ЮВСТ,Чат бот помощник,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ВОЛГА-ЦТС-ПИК-ВВОД-НСИ-АСУ-ЭКСПРЕСС-ОТКР-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272601,01.06.2025 11:00:02,01.06.2025 11:00:02,,,сотрудник,"1,00",25.0,1,ЗАП25-05257413,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-СЗ,Чашкин Леонид Борисович,Октябрьская ЖД,Иванов Иван Иванович,СЗЖА-ОКТ,электронная почта,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),,,ОКТ-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272603,01.06.2025 11:00:04,01.06.2025 11:00:04,,,RPA,"1,00",11.0,1,ЗАП25-05257400,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-ВОЛГА,Чашкин Леонид Борисович,Юго-Восточная ЖД,Иванов Иван Иванович,СЛУЖБА-Л-ЮВСТ,Чат бот помощник,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,ВОЛГА-ЦТС-ПИК-ВВОД-НСИ-АСУ-ЭКСПРЕСС-ОТКР-ЧБП,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272622,01.06.2025 11:05:02,01.06.2025 11:05:02,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257425,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
ОБР25-06272623,01.06.2025 11:05:30,01.06.2025 11:05:30,,10.23.210.161,RPA,"1,00",11.0,1,ЗАП25-05257427,дочерний объект,Направление ЦТС ПАСС,ПАСС-НСИ-МСК,Чашкин Леонид Борисович,Московская ЖД,Иванов Иван Иванович,ПИК-ИВЦ-МСК,веб-форма,Ведение НСИ,,,,04.02 НСИ АСУ ЭКСПРЕСС-3,НСИ-АСУ-ЭКСПРЕСС,направление цтс пик (пасс-экспресс),РПА-РОБИН-НСИ-АСУ-ЭКСПРЕСС-РЕЕСТР-НСИ-0034-ОБЩЕЕ,ЦТС-ПАСС-0034,МСК-ВВОД НСИ В АСУ ЭКСПРЕСС-3,0,0,Краткое описание запроса,Подробное описание запроса,Решение
